,Dis,Ct,St,Ct Wk,Ct Fi,Inns,Opposition,Ground,Start Date,Match id
613,2,2,0,0,2,1,ODI v New Zealand,Dharamsala,22 Oct 2023,ODI # 4678
614,0,0,0,0,0,2,ODI v England,Lucknow,29 Oct 2023,ODI # 4686
615,0,0,0,0,0,2,ODI v Sri Lanka,Wankhede,2 Nov 2023,ODI # 4690
616,0,0,0,0,0,2,ODI v South Africa,Eden Gardens,5 Nov 2023,ODI # 4694
617,0,0,0,0,0,2,ODI v Netherlands,Bengaluru,12 Nov 2023,ODI # 4702
618,0,0,0,0,0,2,ODI v New Zealand,Wankhede,15 Nov 2023,ODI # 4703
619,1,1,0,0,1,2,ODI v Australia,Ahmedabad,19 Nov 2023,ODI # 4705
620,0,0,0,0,0,2,Test v South Africa,Centurion,26 Dec 2023,Test # 2520
621,0,0,0,0,0,1,Test v South Africa,Cape Town,3 Jan 2024,Test # 2522
622,1,1,0,0,1,3,Test v South Africa,Cape Town,3 Jan 2024,Test # 2522
623,1,1,0,0,1,1,T20I v Afghanistan,Indore,14 Jan 2024,T20I # 2431
624,1,1,0,0,1,2,T20I v Afghanistan,Bengaluru,17 Jan 2024,T20I # 2435
625,1,1,0,0,1,1,T20I v Ireland,New York,5 Jun 2024,T20I # 2639
626,0,0,0,0,0,2,T20I v Pakistan,New York,9 Jun 2024,T20I # 2658
627,0,0,0,0,0,1,T20I v U.S.A.,New York,12 Jun 2024,T20I # 2671
628,0,0,0,0,0,2,T20I v Afghanistan,Bridgetown,20 Jun 2024,T20I # 2710
629,1,1,0,0,1,2,T20I v Bangladesh,North Sound,22 Jun 2024,T20I # 2716
630,0,0,0,0,0,2,T20I v Australia,Gros Islet,24 Jun 2024,T20I # 2721
631,0,0,0,0,0,2,T20I v England,Providence,27 Jun 2024,T20I # 2724
632,0,0,0,0,0,2,T20I v South Africa,Bridgetown,29 Jun 2024,T20I # 2729
633,0,0,0,0,0,1,ODI v Sri Lanka,Colombo (RPS),2 Aug 2024,ODI # 4752
634,1,1,0,0,1,1,ODI v Sri Lanka,Colombo (RPS),4 Aug 2024,ODI # 4753
635,0,0,0,0,0,1,ODI v Sri Lanka,Colombo (RPS),7 Aug 2024,ODI # 4754
636,2,2,0,0,2,2,Test v Bangladesh,Chennai,19 Sep 2024,Test # 2550
637,0,0,0,0,0,4,Test v Bangladesh,Chennai,19 Sep 2024,Test # 2550
638,0,0,0,0,0,1,Test v Bangladesh,Kanpur,27 Sep 2024,Test # 2552
639,0,0,0,0,0,3,Test v Bangladesh,Kanpur,27 Sep 2024,Test # 2552
640,0,0,0,0,0,2,Test v New Zealand,Bengaluru,16 Oct 2024,Test # 2555
641,0,0,0,0,0,4,Test v New Zealand,Bengaluru,16 Oct 2024,Test # 2555
642,0,0,0,0,0,1,Test v New Zealand,Pune,24 Oct 2024,Test # 2557
643,0,0,0,0,0,3,Test v New Zealand,Pune,24 Oct 2024,Test # 2557
644,0,0,0,0,0,1,Test v New Zealand,Wankhede,1 Nov 2024,Test # 2560
645,1,1,0,0,1,3,Test v New Zealand,Wankhede,1 Nov 2024,Test # 2560
646,1,1,0,0,1,2,Test v Australia,Perth,22 Nov 2024,Test # 2561
647,1,1,0,0,1,4,Test v Australia,Perth,22 Nov 2024,Test # 2561
648,0,0,0,0,0,2,Test v Australia,Adelaide,6 Dec 2024,Test # 2568
649,0,0,0,0,0,4,Test v Australia,Adelaide,6 Dec 2024,Test # 2568
650,3,3,0,0,3,1,Test v Australia,Brisbane,14 Dec 2024,Test # 2570
651,0,0,0,0,0,3,Test v Australia,Brisbane,14 Dec 2024,Test # 2570
652,1,1,0,0,1,1,Test v Australia,Melbourne,26 Dec 2024,Test # 2571
653,0,0,0,0,0,3,Test v Australia,Melbourne,26 Dec 2024,Test # 2571
654,1,1,0,0,1,2,Test v Australia,Sydney,3 Jan 2025,Test # 2575
655,0,0,0,0,0,4,Test v Australia,Sydney,3 Jan 2025,Test # 2575
